Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,300000,2007,08,-10.8,Y
IDCJAC0002,300000,2007,09,-11.9,Y
IDCJAC0002,300000,2007,10,-8.6,Y
IDCJAC0002,300000,2007,11,0.4,Y
IDCJAC0002,300000,2007,12,1.6,Y
IDCJAC0002,300000,2008,01,1.7,Y
IDCJAC0002,300000,2008,02,-0.6,Y
IDCJAC0002,300000,2008,03,-5.8,Y
IDCJAC0002,300000,2008,04,-8.7,Y
IDCJAC0002,300000,2008,05,-10.9,Y
IDCJAC0002,300000,2008,06,-14.2,Y
IDCJAC0002,300000,2008,07,-12.6,Y
IDCJAC0002,300000,2008,08,-18.6,Y
IDCJAC0002,300000,2008,09,-16.3,Y
IDCJAC0002,300000,2008,10,-11.0,Y
IDCJAC0002,300000,2008,11,-1.9,Y
IDCJAC0002,300000,2008,12,3.1,Y
IDCJAC0002,300000,2009,01,3.5,Y
IDCJAC0002,300000,2009,02,0.3,Y
IDCJAC0002,300000,2009,03,-4.7,Y
IDCJAC0002,300000,2009,04,-10.7,Y
IDCJAC0002,300000,2009,05,-10.2,Y
IDCJAC0002,300000,2009,06,-11.4,Y
IDCJAC0002,300000,2009,07,-10.5,Y
IDCJAC0002,300000,2009,08,-16.1,Y
IDCJAC0002,300000,2009,09,-10.1,Y
IDCJAC0002,300000,2009,10,-8.5,Y
IDCJAC0002,300000,2009,11,-1.5,Y
IDCJAC0002,300000,2009,12,2.1,Y
IDCJAC0002,300000,2010,01,5.0,Y
IDCJAC0002,300000,2010,02,0.3,Y
IDCJAC0002,300000,2010,03,-4.4,Y
IDCJAC0002,300000,2010,04,-12.5,Y
IDCJAC0002,300000,2010,05,-12.7,Y
IDCJAC0002,300000,2010,06,-11.1,Y
IDCJAC0002,300000,2010,07,-17.6,Y
IDCJAC0002,300000,2010,08,-15.9,Y
IDCJAC0002,300000,2010,09,-8.7,Y
IDCJAC0002,300000,2010,10,-8.7,Y
IDCJAC0002,300000,2010,11,-3.6,Y
IDCJAC0002,300000,2010,12,2.4,Y
IDCJAC0002,300000,2011,01,3.7,Y
IDCJAC0002,300000,2011,02,-2.5,Y
IDCJAC0002,300000,2011,03,-4.3,Y
IDCJAC0002,300000,2011,04,-10.2,Y
IDCJAC0002,300000,2011,05,-13.9,Y
IDCJAC0002,300000,2011,06,-15.1,Y
IDCJAC0002,300000,2011,07,-9.1,Y
IDCJAC0002,300000,2011,08,-11.6,Y
IDCJAC0002,300000,2011,09,-11.1,Y
IDCJAC0002,300000,2011,10,-10.8,Y
IDCJAC0002,300000,2011,11,-1.5,Y
IDCJAC0002,300000,2011,12,2.2,Y
IDCJAC0002,300000,2012,01,2.7,Y
IDCJAC0002,300000,2012,02,0.2,Y
IDCJAC0002,300000,2012,03,-5.8,Y
IDCJAC0002,300000,2012,04,-8.6,Y
IDCJAC0002,300000,2012,05,-14.2,Y
IDCJAC0002,300000,2012,06,-11.6,Y
IDCJAC0002,300000,2012,07,-17.2,Y
IDCJAC0002,300000,2012,08,-15.6,Y
IDCJAC0002,300000,2012,09,-12.4,Y
IDCJAC0002,300000,2012,10,-6.4,Y
IDCJAC0002,300000,2012,11,0.0,Y
IDCJAC0002,300000,2012,12,3.0,Y
IDCJAC0002,300000,2013,01,3.6,Y
IDCJAC0002,300000,2013,02,0.0,Y
IDCJAC0002,300000,2013,03,-9.4,Y
IDCJAC0002,300000,2013,04,-11.9,Y
IDCJAC0002,300000,2013,05,-12.9,Y
IDCJAC0002,300000,2013,06,-11.8,Y
IDCJAC0002,300000,2013,07,-13.0,Y
IDCJAC0002,300000,2013,08,-15.1,Y
IDCJAC0002,300000,2013,09,-7.9,Y
IDCJAC0002,300000,2013,10,-6.6,Y
IDCJAC0002,300000,2013,11,-1.3,Y
IDCJAC0002,300000,2013,12,2.0,Y
IDCJAC0002,300000,2014,01,5.1,Y
IDCJAC0002,300000,2014,02,0.6,Y
IDCJAC0002,300000,2014,03,-7.3,Y
IDCJAC0002,300000,2014,04,-12.9,Y
IDCJAC0002,300000,2014,05,-8.9,Y
IDCJAC0002,300000,2014,06,-16.7,Y
IDCJAC0002,300000,2014,07,-16.7,Y
IDCJAC0002,300000,2014,08,-13.5,Y
IDCJAC0002,300000,2014,09,-9.6,Y
IDCJAC0002,300000,2014,10,-7.0,Y
IDCJAC0002,300000,2014,11,0.3,Y
IDCJAC0002,300000,2014,12,2.9,Y
IDCJAC0002,300000,2015,01,2.9,Y
IDCJAC0002,300000,2015,02,0.4,Y
IDCJAC0002,300000,2015,03,-5.6,Y
IDCJAC0002,300000,2015,04,-12.4,Y
IDCJAC0002,300000,2015,05,-19.4,Y
IDCJAC0002,300000,2015,06,-12.5,Y
IDCJAC0002,300000,2015,07,-18.1,Y
IDCJAC0002,300000,2015,08,-13.8,Y
IDCJAC0002,300000,2015,09,-11.7,Y
IDCJAC0002,300000,2015,10,-9.7,Y
IDCJAC0002,300000,2015,11,-2.0,Y
IDCJAC0002,300000,2015,12,2.7,Y
IDCJAC0002,300000,2016,01,2.6,Y
IDCJAC0002,300000,2016,02,-1.1,Y
IDCJAC0002,300000,2016,03,-7.8,Y
IDCJAC0002,300000,2016,04,-11.1,Y
IDCJAC0002,300000,2016,05,-13.2,Y
IDCJAC0002,300000,2016,06,-17.4,Y
IDCJAC0002,300000,2016,07,-15.8,Y
IDCJAC0002,300000,2016,08,-12.6,Y
IDCJAC0002,300000,2016,09,-15.9,Y
IDCJAC0002,300000,2016,10,-7.7,Y
IDCJAC0002,300000,2016,11,0.7,Y
IDCJAC0002,300000,2016,12,4.1,Y
IDCJAC0002,300000,2017,01,3.9,Y
IDCJAC0002,300000,2017,02,0.1,Y
IDCJAC0002,300000,2017,03,-6.0,Y
IDCJAC0002,300000,2017,04,-13.1,Y
IDCJAC0002,300000,2017,05,-10.7,Y
IDCJAC0002,300000,2017,06,-16.6,Y
IDCJAC0002,300000,2017,07,-13.5,Y
IDCJAC0002,300000,2017,08,-14.1,Y
IDCJAC0002,300000,2017,09,-14.7,Y
IDCJAC0002,300000,2017,10,-10.2,Y
IDCJAC0002,300000,2017,11,-1.1,Y
IDCJAC0002,300000,2017,12,1.8,Y
IDCJAC0002,300000,2018,01,3.6,Y
IDCJAC0002,300000,2018,02,0.4,Y
IDCJAC0002,300000,2018,03,-5.9,Y
IDCJAC0002,300000,2018,04,-6.9,Y
IDCJAC0002,300000,2018,05,-11.6,Y
IDCJAC0002,300000,2018,06,-11.6,Y
IDCJAC0002,300000,2018,07,-10.7,Y
IDCJAC0002,300000,2018,08,-9.7,Y
IDCJAC0002,300000,2018,09,-13.2,Y
IDCJAC0002,300000,2018,10,-8.2,Y
IDCJAC0002,300000,2018,11,-3.8,Y
IDCJAC0002,300000,2018,12,3.1,Y
IDCJAC0002,300000,2019,01,3.1,Y
